"gi_id","gi_name","upt_id","ultg_id","lat","lng","exact_map_url","provenance_source_url","verification_status"
"MTU-GI-UPT-MDN-GI-70KV-DOLOPO","GI 70KV DOLOPO","UPT-MDN","MTU-ULTG-UPT-MDN-MADIUN","-7.747163","111.528364","https://www.google.com/maps/search/?api=1&query=-7.747163,111.528364","https://www.google.com/search?tbm=map&q=GI%20DOLOPO&hl=id&gl=id","verified_candidate_final"
"MTU-GI-UPT-MDN-GI-70KV-GUDANGGARAM-6409d92e40cd308b","GI 70KV GUDANGGARAM","UPT-MDN","MTU-ULTG-UPT-MDN-KEDIRI","","","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20GUDANGGARAM&hl=id&gl=id","unverified"
"MTU-GI-UPT-MDN-GI-70KV-KERTOSONO","GI 70KV KERTOSONO","UPT-MDN","MTU-ULTG-UPT-MDN-KEDIRI","-7.6148929","112.0982897","https://www.google.com/maps/search/?api=1&query=-7.6148929,112.0982897","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20KERTOSONO&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-MDN-GI-70KV-MAGETAN-bb4a4e9e5afbf0a5","GI 70KV MAGETAN","UPT-MDN","MTU-ULTG-UPT-MDN-MADIUN","-7.6443046","111.3296958","https://www.google.com/maps/search/?api=1&query=-7.6443046,111.3296958","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20MAGETAN&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-MDN-GI-70KV-MANISREJO","GI 70KV MANISREJO","UPT-MDN","MTU-ULTG-UPT-MDN-MADIUN","-7.6403582","111.5478083","https://www.google.com/maps/search/?api=1&query=-7.6403582,111.5478083","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20MANISREJO&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-MDN-GI-70KV-MRANGGEN","GI 70KV MRANGGEN","UPT-MDN","MTU-ULTG-UPT-MDN-MADIUN","-7.0366546","110.5136824","https://www.google.com/maps/search/?api=1&query=-7.0366546,110.5136824","https://www.google.com/search?tbm=map&q=PLN%20GI%20MRANGGEN&hl=id&gl=id","verified_candidate_second_pass"
"MTU-GI-UPT-MDN-GI-70KV-NGANJUK-031cb0682b3edbb7","GI 70KV NGANJUK","UPT-MDN","MTU-ULTG-UPT-MDN-MADIUN","-7.6110045","111.912961","https://www.google.com/maps/search/?api=1&query=-7.6110045,111.912961","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20NGANJUK&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-MDN-GI-70KV-PACITAN-052586919e420f0a","GI 70KV PACITAN","UPT-MDN","MTU-ULTG-UPT-MDN-MADIUN","-8.1833567","111.1132916","https://www.google.com/maps/search/?api=1&query=-8.1833567,111.1132916","https://www.google.com/search?tbm=map&q=GI%20PACITAN&hl=id&gl=id","verified_candidate_final"
"MTU-GI-UPT-MDN-GI-70KV-PARE","GI 70KV PARE","UPT-MDN","MTU-ULTG-UPT-MDN-KEDIRI","-7.854933","112.169857","https://www.google.com/maps/search/?api=1&query=-7.854933,112.169857","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20PARE&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-MDN-GI-70KV-PLTA-TULUNGAGUNG-0652fdd655039227","GI 70KV PLTA TULUNGAGUNG","UPT-MDN","MTU-ULTG-UPT-MDN-KEDIRI","","","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20PLTA%20TULUNGAGUNG&hl=id&gl=id","unverified"
"MTU-GI-UPT-MDN-GI-70KV-PONOROGO","GI 70KV PONOROGO","UPT-MDN","MTU-ULTG-UPT-MDN-MADIUN","-7.8699633","111.4929064","https://www.google.com/maps/search/?api=1&query=-7.8699633,111.4929064","https://www.google.com/search?tbm=map&q=PLN%20GI%20PONOROGO&hl=id&gl=id","verified_candidate_second_pass"
"MTU-GI-UPT-MDN-GI-70KV-TRENGGALEK","GI 70KV TRENGGALEK","UPT-MDN","MTU-ULTG-UPT-MDN-KEDIRI","","","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20TRENGGALEK&hl=id&gl=id","unverified"
"MTU-GI-UPT-MDN-GI-70KV-TULUNGAGUNG","GI 70KV TULUNGAGUNG","UPT-MDN","MTU-ULTG-UPT-MDN-KEDIRI","","","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20TULUNGAGUNG&hl=id&gl=id","unverified"
"MTU-GI-UPT-MDN-GIS-150KV-PLTU-PACITAN-0945ac726526a4ca","GIS 150KV PLTU PACITAN","UPT-MDN","MTU-ULTG-UPT-MDN-MADIUN","","","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20PLTU%20PACITAN&hl=id&gl=id","unverified"
"MTU-GI-UPT-MDN-GITET-500KV-KEDIRI-8711ffde67369ba8","GITET 500KV KEDIRI","UPT-MDN","MTU-ULTG-UPT-MDN-KEDIRI","-7.839966","112.036191","https://www.google.com/maps/search/?api=1&query=-7.839966,112.036191","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20GITET%20500KV%20KEDIRI&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-MDN-GITET-500KV-NGIMBANG-26476352f9d00a03","GITET 500KV NGIMBANG","UPT-MDN","MTU-ULTG-UPT-MDN-BABAT","-7.2867062","112.1890314","https://www.google.com/maps/search/?api=1&query=-7.2867062,112.1890314","https://www.google.com/search?tbm=map&q=GI%20GITET%20500KV%20NGIMBANG&hl=id&gl=id","verified_candidate_final"
"MTU-GI-UPT-MLG-GI-150KV-BALONGBENDO-2a074d863d0c29fc","GI 150KV BALONGBENDO","UPT-MLG","MTU-ULTG-UPT-MLG-MOJOKERTO","-7.4132039","112.5584333","https://www.google.com/maps/search/?api=1&query=-7.4132039,112.5584333","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20BALONGBENDO&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-MLG-GI-150KV-BAMBE-1eb9390e7c3e7a3a","GI 150KV BAMBE","UPT-MLG","MTU-ULTG-UPT-MLG-KRIAN","-7.3426355","112.6645574","https://www.google.com/maps/search/?api=1&query=-7.3426355,112.6645574","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20BAMBE&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-MLG-GI-150KV-KASIHJATIM","GI 150KV KASIHJATIM","UPT-MLG","MTU-ULTG-UPT-MLG-KRIAN","-7.348045","112.566807","https://www.google.com/maps/search/?api=1&query=-7.348045,112.566807","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20KASIHJATIM&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-MLG-GI-150KV-KEBONAGUNG","GI 150KV KEBONAGUNG","UPT-MLG","MTU-ULTG-UPT-MLG-MALANG","-8.0225273","112.6176798","https://www.google.com/maps/search/?api=1&query=-8.0225273,112.6176798","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20KEBONAGUNG&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-MLG-GI-150KV-LAWANG","GI 150KV LAWANG","UPT-MLG","MTU-ULTG-UPT-MLG-MALANG","-7.8490722","112.6906985","https://www.google.com/maps/search/?api=1&query=-7.8490722,112.6906985","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20LAWANG&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-MLG-GI-150KV-MOJOAGUNG-7536f87791fb9d7f","GI 150KV MOJOAGUNG","UPT-MLG","MTU-ULTG-UPT-MLG-MOJOKERTO","-7.5908345","112.3441972","https://www.google.com/maps/search/?api=1&query=-7.5908345,112.3441972","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20MOJOAGUNG&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-MLG-GI-150KV-NEWWLINGI-d2c8f9a14f020aea","GI 150KV NEWWLINGI","UPT-MLG","MTU-ULTG-UPT-MLG-MALANG","","","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20NEWWLINGI&hl=id&gl=id","unverified"
"MTU-GI-UPT-MLG-GI-150KV-NGORO-9508dba3ae79d1d7","GI 150KV NGORO","UPT-MLG","MTU-ULTG-UPT-MLG-MOJOKERTO","-7.557109","112.6127666","https://www.google.com/maps/search/?api=1&query=-7.557109,112.6127666","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20NGORO&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-MLG-GI-150KV-PAKIS","GI 150KV PAKIS","UPT-MLG","MTU-ULTG-UPT-MLG-MALANG","-7.967153","112.6805781","https://www.google.com/maps/search/?api=1&query=-7.967153,112.6805781","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20PAKIS&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-MLG-GI-150KV-SEKARPUTIH","GI 150KV SEKARPUTIH","UPT-MLG","MTU-ULTG-UPT-MLG-MOJOKERTO","-7.4693143","112.4607408","https://www.google.com/maps/search/?api=1&query=-7.4693143,112.4607408","https://www.google.com/search?tbm=map&q=GI%20SEKARPUTIH&hl=id&gl=id","verified_candidate_final"
"MTU-GI-UPT-MLG-GI-150KV-SENGKALING","GI 150KV SENGKALING","UPT-MLG","MTU-ULTG-UPT-MLG-MALANG","","","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20SENGKALING&hl=id&gl=id","unverified"
"MTU-GI-UPT-MLG-GI-150KV-SURABAYA-BARAT","GI 150KV SURABAYA BARAT","UPT-MLG","MTU-ULTG-UPT-MLG-KRIAN","","","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20SURABAYA%20BARAT&hl=id&gl=id","unverified"
"MTU-GI-UPT-MLG-GI-150KV-SUTAMI","GI 150KV SUTAMI","UPT-MLG","MTU-ULTG-UPT-MLG-MALANG","","","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20SUTAMI&hl=id&gl=id","unverified"
"MTU-GI-UPT-MLG-GI-150KV-WLINGI-01508f3af230b558","GI 150KV WLINGI","UPT-MLG","MTU-ULTG-UPT-MLG-MALANG","-8.1428602","112.2466959","https://www.google.com/maps/search/?api=1&query=-8.1428602,112.2466959","https://www.google.com/search?tbm=map&q=GI%20WLINGI&hl=id&gl=id","verified_candidate_final"
"MTU-GI-UPT-MLG-GI-70KV-AJINOMOTO","GI 70KV AJINOMOTO","UPT-MLG","MTU-ULTG-UPT-MLG-MOJOKERTO","","","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20AJINOMOTO&hl=id&gl=id","unverified"
"MTU-GI-UPT-MLG-GI-70KV-BANGUN-1a52bc2115774b98","GI 70KV BANGUN","UPT-MLG","MTU-ULTG-UPT-MLG-MOJOKERTO","","","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20BANGUN&hl=id&gl=id","unverified"
"MTU-GI-UPT-MLG-GI-70KV-BLIMBING","GI 70KV BLIMBING","UPT-MLG","MTU-ULTG-UPT-MLG-MALANG","-7.9396637","112.6430471","https://www.google.com/maps/search/?api=1&query=-7.9396637,112.6430471","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20BLIMBING&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-MLG-GI-70KV-DRIYOREJO-d37ab07491e33625","GI 70KV DRIYOREJO","UPT-MLG","MTU-ULTG-UPT-MLG-KRIAN","-7.3690882","112.6000636","https://www.google.com/maps/search/?api=1&query=-7.3690882,112.6000636","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20DRIYOREJO&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-MLG-GI-70KV-GAMPINGAN","GI 70KV GAMPINGAN","UPT-MLG","MTU-ULTG-UPT-MLG-MALANG","-8.1937349","112.5563381","https://www.google.com/maps/search/?api=1&query=-8.1937349,112.5563381","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20GAMPINGAN&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-MLG-GI-70KV-KARANGKATES","GI 70KV KARANGKATES","UPT-MLG","MTU-ULTG-UPT-MLG-MALANG","-8.160503","112.4426185","https://www.google.com/maps/search/?api=1&query=-8.160503,112.4426185","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20KARANGKATES&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-MLG-GI-70KV-KEBONAGUNG-2a609f7c6b74eb72","GI 70KV KEBONAGUNG","UPT-MLG","MTU-ULTG-UPT-MLG-MALANG","-8.0225273","112.6176798","https://www.google.com/maps/search/?api=1&query=-8.0225273,112.6176798","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20KEBONAGUNG&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-MLG-GI-70KV-MENDALAN","GI 70KV MENDALAN","UPT-MLG","MTU-ULTG-UPT-MLG-MOJOKERTO","","","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20MENDALAN&hl=id&gl=id","unverified"
"MTU-GI-UPT-MLG-GI-70KV-MIWON-ea8958b3bc950426","GI 70KV MIWON","UPT-MLG","MTU-ULTG-UPT-MLG-KRIAN","-7.3667728","112.6092963","https://www.google.com/maps/search/?api=1&query=-7.3667728,112.6092963","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20MIWON&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-MLG-GI-70KV-PLOSO","GI 70KV PLOSO","UPT-MLG","MTU-ULTG-UPT-MLG-MOJOKERTO","","","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20PLOSO&hl=id&gl=id","unverified"
"MTU-GI-UPT-MLG-GI-70KV-POLEHAN","GI 70KV POLEHAN","UPT-MLG","MTU-ULTG-UPT-MLG-MALANG","-7.984874","112.6428518","https://www.google.com/maps/search/?api=1&query=-7.984874,112.6428518","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20POLEHAN&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-MLG-GI-70KV-SEKARPUTIH","GI 70KV SEKARPUTIH","UPT-MLG","MTU-ULTG-UPT-MLG-MOJOKERTO","-7.4693143","112.4607408","https://www.google.com/maps/search/?api=1&query=-7.4693143,112.4607408","https://www.google.com/search?tbm=map&q=GI%20SEKARPUTIH&hl=id&gl=id","verified_candidate_final"
"MTU-GI-UPT-MLG-GI-70KV-SELOREJO-7d2bfd622989fb4d","GI 70KV SELOREJO","UPT-MLG","MTU-ULTG-UPT-MLG-MALANG","","","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20SELOREJO&hl=id&gl=id","unverified"
"MTU-GI-UPT-MLG-GI-70KV-SENGGURUH","GI 70KV SENGGURUH","UPT-MLG","MTU-ULTG-UPT-MLG-MALANG","-8.1847238","112.5496402","https://www.google.com/maps/search/?api=1&query=-8.1847238,112.5496402","https://www.google.com/search?tbm=map&q=GI%20SENGGURUH&hl=id&gl=id","verified_candidate_final"
"MTU-GI-UPT-MLG-GI-70KV-SENGKALING-b1f2eaf4795c7778","GI 70KV SENGKALING","UPT-MLG","MTU-ULTG-UPT-MLG-MALANG","","","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20SENGKALING&hl=id&gl=id","unverified"
"MTU-GI-UPT-MLG-GI-70KV-SIMAN","GI 70KV SIMAN","UPT-MLG","MTU-ULTG-UPT-MLG-MOJOKERTO","-7.8289329","112.3081342","https://www.google.com/maps/search/?api=1&query=-7.8289329,112.3081342","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20SIMAN&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-MLG-GI-70KV-TARIK","GI 70KV TARIK","UPT-MLG","MTU-ULTG-UPT-MLG-MOJOKERTO","-7.4598711","112.497203","https://www.google.com/maps/search/?api=1&query=-7.4598711,112.497203","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20TARIK&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-MLG-GI-70KV-TJIWIKIMIA-bfe6f7f18ae6441f","GI 70KV TJIWIKIMIA","UPT-MLG","MTU-ULTG-UPT-MLG-MOJOKERTO","-7.4387974","112.4723323","https://www.google.com/maps/search/?api=1&query=-7.4387974,112.4723323","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20TJIWIKIMIA&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-MLG-GI-70KV-TUREN","GI 70KV TUREN","UPT-MLG","MTU-ULTG-UPT-MLG-MALANG","-8.1722587","112.6871444","https://www.google.com/maps/search/?api=1&query=-8.1722587,112.6871444","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20TUREN&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-MLG-GI-70KV-WLINGI-26a7da0a593ba125","GI 70KV WLINGI","UPT-MLG","MTU-ULTG-UPT-MLG-MALANG","-8.1428602","112.2466959","https://www.google.com/maps/search/?api=1&query=-8.1428602,112.2466959","https://www.google.com/search?tbm=map&q=GI%20WLINGI&hl=id&gl=id","verified_candidate_final"
"MTU-GI-UPT-MLG-GIS-150KV-DRIYOREJO","GIS 150KV DRIYOREJO","UPT-MLG","MTU-ULTG-UPT-MLG-KRIAN","-7.3690882","112.6000636","https://www.google.com/maps/search/?api=1&query=-7.3690882,112.6000636","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20DRIYOREJO&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-MLG-GIS-150KV-KARANGPILANG","GIS 150KV KARANGPILANG","UPT-MLG","MTU-ULTG-UPT-MLG-KRIAN","-7.3265266","112.6504987","https://www.google.com/maps/search/?api=1&query=-7.3265266,112.6504987","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20KARANGPILANG&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-MLG-GITET-500KV-KRIAN","GITET 500KV KRIAN","UPT-MLG","MTU-ULTG-UPT-MLG-KRIAN","-7.3461509","112.6033405","https://www.google.com/maps/search/?api=1&query=-7.3461509,112.6033405","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20GITET%20500KV%20KRIAN&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-PBG-GI-150KV-BANYUWANGI","GI 150KV BANYUWANGI","UPT-PBG","MTU-ULTG-UPT-PBG-JEMBER","-8.1892259","114.3563792","https://www.google.com/maps/search/?api=1&query=-8.1892259,114.3563792","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20BANYUWANGI&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-PBG-GI-150KV-BONDOWOSO-c88c936464daa4a8","GI 150KV BONDOWOSO","UPT-PBG","MTU-ULTG-UPT-PBG-JEMBER","-7.9373067","113.8333483","https://www.google.com/maps/search/?api=1&query=-7.9373067,113.8333483","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20BONDOWOSO&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-PBG-GI-150KV-BULUKANDANG","GI 150KV BULUKANDANG","UPT-PBG","MTU-ULTG-UPT-PBG-BANGIL","-7.7006238","112.6875411","https://www.google.com/maps/search/?api=1&query=-7.7006238,112.6875411","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20BULUKANDANG&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-PBG-GI-150KV-BUMICOKRO","GI 150KV BUMICOKRO","UPT-PBG","MTU-ULTG-UPT-PBG-BANGIL","-7.6060143","112.7246604","https://www.google.com/maps/search/?api=1&query=-7.6060143,112.7246604","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20BUMICOKRO&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-PBG-GI-150KV-GENDING-92c7e4523564b825","GI 150KV GENDING","UPT-PBG","MTU-ULTG-UPT-PBG-PROBOLINGGO","-7.7971197","113.3136346","https://www.google.com/maps/search/?api=1&query=-7.7971197,113.3136346","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20GENDING&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-PBG-GI-150KV-GENTENG-ee8b88d07fa1df65","GI 150KV GENTENG","UPT-PBG","MTU-ULTG-UPT-PBG-JEMBER","","","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20GENTENG&hl=id&gl=id","unverified"
"MTU-GI-UPT-PBG-GI-150KV-GONDANGWETAN","GI 150KV GONDANGWETAN","UPT-PBG","MTU-ULTG-UPT-PBG-BANGIL","-7.687111","112.8951273","https://www.google.com/maps/search/?api=1&query=-7.687111,112.8951273","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20GONDANGWETAN&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-PBG-GI-150KV-GRATI","GI 150KV GRATI","UPT-PBG","MTU-ULTG-UPT-PBG-PROBOLINGGO","","","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20GRATI&hl=id&gl=id","manual_review"
"MTU-GI-UPT-PBG-GI-150KV-JEMBER","GI 150KV JEMBER","UPT-PBG","MTU-ULTG-UPT-PBG-JEMBER","-8.1901849","113.6993422","https://www.google.com/maps/search/?api=1&query=-8.1901849,113.6993422","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20JEMBER&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-PBG-GI-150KV-KIS","GI 150KV KIS","UPT-PBG","MTU-ULTG-UPT-PBG-BANGIL","-7.544943","112.77185","https://www.google.com/maps/search/?api=1&query=-7.544943,112.77185","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20KIS&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-PBG-GI-150KV-KRAKSAAN","GI 150KV KRAKSAAN","UPT-PBG","MTU-ULTG-UPT-PBG-PROBOLINGGO","-7.7794981","113.4274236","https://www.google.com/maps/search/?api=1&query=-7.7794981,113.4274236","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20KRAKSAAN&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-PBG-GI-150KV-LUMAJANG","GI 150KV LUMAJANG","UPT-PBG","MTU-ULTG-UPT-PBG-JEMBER","-8.1287344","113.2133275","https://www.google.com/maps/search/?api=1&query=-8.1287344,113.2133275","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20LUMAJANG&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-PBG-GI-150KV-NEWPANDAAN-d8f3e4f7d877aade","GI 150KV NEWPANDAAN","UPT-PBG","MTU-ULTG-UPT-PBG-BANGIL","","","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20NEWPANDAAN&hl=id&gl=id","unverified"
"MTU-GI-UPT-PBG-GI-150KV-NEWPORONG-3a7f82e0b8123577","GI 150KV NEWPORONG","UPT-PBG","MTU-ULTG-UPT-PBG-BANGIL","-7.5664272","112.7057157","https://www.google.com/maps/search/?api=1&query=-7.5664272,112.7057157","https://www.google.com/search?tbm=map&q=GI%20NEWPORONG&hl=id&gl=id","verified_candidate_final"
"MTU-GI-UPT-PBG-GI-150KV-PAITON","GI 150KV PAITON","UPT-PBG","MTU-ULTG-UPT-PBG-PROBOLINGGO","","","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20PAITON&hl=id&gl=id","manual_review"
"MTU-GI-UPT-PBG-GI-150KV-PIER","GI 150KV PIER","UPT-PBG","MTU-ULTG-UPT-PBG-BANGIL","-7.6277246","112.8136111","https://www.google.com/maps/search/?api=1&query=-7.6277246,112.8136111","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20PIER&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-PBG-GI-150KV-PROBOLINGGO","GI 150KV PROBOLINGGO","UPT-PBG","MTU-ULTG-UPT-PBG-PROBOLINGGO","-7.7641588","113.2128412","https://www.google.com/maps/search/?api=1&query=-7.7641588,113.2128412","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20PROBOLINGGO&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-PBG-GI-150KV-PUGER-cfb2f1df35d1eb29","GI 150KV PUGER","UPT-PBG","MTU-ULTG-UPT-PBG-JEMBER","-8.3428813","113.494323","https://www.google.com/maps/search/?api=1&query=-8.3428813,113.494323","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20PUGER&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-PBG-GI-150KV-PURWOSARI-b5962ce5b4bbe7b9","GI 150KV PURWOSARI","UPT-PBG","MTU-ULTG-UPT-PBG-BANGIL","-7.7679049","112.759718","https://www.google.com/maps/search/?api=1&query=-7.7679049,112.759718","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20PURWOSARI&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-PBG-GI-150KV-REJOSO","GI 150KV REJOSO","UPT-PBG","MTU-ULTG-UPT-PBG-BANGIL","-7.6943336","112.965609","https://www.google.com/maps/search/?api=1&query=-7.6943336,112.965609","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20REJOSO&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-PBG-GI-150KV-SITUBONDO","GI 150KV SITUBONDO","UPT-PBG","MTU-ULTG-UPT-PBG-JEMBER","-7.7169664","114.0184029","https://www.google.com/maps/search/?api=1&query=-7.7169664,114.0184029","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20SITUBONDO&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-PBG-GI-150KV-TANGGUL","GI 150KV TANGGUL","UPT-PBG","MTU-ULTG-UPT-PBG-JEMBER","-8.1774534","113.4515416","https://www.google.com/maps/search/?api=1&query=-8.1774534,113.4515416","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20TANGGUL&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-PBG-GI-70KV-BANGIL-f9e6a8fb60524ffd","GI 70KV BANGIL","UPT-PBG","MTU-ULTG-UPT-PBG-BANGIL","-7.676901","112.7427168","https://www.google.com/maps/search/?api=1&query=-7.676901,112.7427168","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20BANGIL&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-PBG-GI-70KV-PANDAAN-0bfcc35363ccec1e","GI 70KV PANDAAN","UPT-PBG","MTU-ULTG-UPT-PBG-BANGIL","-7.6388952","112.7017961","https://www.google.com/maps/search/?api=1&query=-7.6388952,112.7017961","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20PANDAAN&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-PBG-GI-70KV-SUKOREJO-35bdcf5abce64346","GI 70KV SUKOREJO","UPT-PBG","MTU-ULTG-UPT-PBG-BANGIL","-7.7396368","112.7281168","https://www.google.com/maps/search/?api=1&query=-7.7396368,112.7281168","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20SUKOREJO&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-PBG-GIS-150KV-BANGIL-dca4eb4fe03e3263","GIS 150KV BANGIL","UPT-PBG","MTU-ULTG-UPT-PBG-BANGIL","-7.676901","112.7427168","https://www.google.com/maps/search/?api=1&query=-7.676901,112.7427168","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20BANGIL&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-PBG-GISTET-500KV-PAITON","GISTET 500KV PAITON","UPT-PBG","MTU-ULTG-UPT-PBG-PROBOLINGGO","-7.7184905","113.5817125","https://www.google.com/maps/search/?api=1&query=-7.7184905,113.5817125","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20PAITON&hl=id&gl=id","verified_candidate"
"MTU-GI-UPT-PBG-GITET-500KV-GRATI","GITET 500KV GRATI","UPT-PBG","MTU-ULTG-UPT-PBG-PROBOLINGGO","","","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20GITET%20500KV%20GRATI&hl=id&gl=id","manual_review"
"MTU-GI-UPT-SBY-GI-150KV-BABADAN-69125836f207c37f","GI 150KV BABADAN","UPT-SBY","ULTG-28V8Y3","-7.3890138","112.6755243","https://www.google.com/maps/search/?api=1&query=-7.3890138,112.6755243","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20BABADAN&hl=id&gl=id","verified_candidate"
