"gi_id","gi_name","upt_id","ultg_id","lat","lng","place_id","poi_title","poi_address","source_url","status"
"MTU-GI-UPT-PBG-GI-150KV-JEMBER","GI 150KV JEMBER","UPT-PBG","MTU-ULTG-UPT-PBG-JEMBER","-8.1901849","113.69934219999999","0x2dd6969a1a5f8137:0x5379eb37afde7a08","Gardu Induk Jember","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20JEMBER&hl=id&gl=id","candidate"
"MTU-GI-UPT-MDN-GI-150KV-JOMBANG-c6e5785371249833","GI 150KV JOMBANG","UPT-MDN","MTU-ULTG-UPT-MDN-KEDIRI","-7.5392421999999994","112.20849989999999","0x2e78407676736113:0x5dd75b6b9409372a","Gardu Induk Jombang","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20JOMBANG&hl=id&gl=id","candidate"
"MTU-GI-UPT-SBY-GI-150KV-KALISARI-371cbb4cfcfe32e7","GI 150KV KALISARI","UPT-SBY","ULTG-PLNM","-7.2709968","112.7970721","0x2dd7fa1b19d0a123:0xb2e37e4853dcc327","Gardu Induk Kalisari 150 kV","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20KALISARI&hl=id&gl=id","candidate"
"MTU-GI-UPT-BLI-GI-150KV-KAPAL","GI 150KV KAPAL","UPT-BLI","MTU-ULTG-UPT-BLI-BALI-UTARA","","","","","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20KAPAL&hl=id&gl=id","no_poi_match"
"MTU-GI-UPT-MLG-GI-150KV-KASIHJATIM","GI 150KV KASIHJATIM","UPT-MLG","MTU-ULTG-UPT-MLG-KRIAN","-7.348045","112.566807","0x2e78062ddd741a9b:0x5affb403b9247ff5","Gardu induk Kasih jatim","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20KASIHJATIM&hl=id&gl=id","candidate"
"MTU-GI-UPT-MLG-GI-150KV-KEBONAGUNG","GI 150KV KEBONAGUNG","UPT-MLG","MTU-ULTG-UPT-MLG-MALANG","-8.0225273","112.61767979999999","0x2e789d001cfbd453:0x22c0812d32dc7763","Gardu Induk Kebonagung","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20KEBONAGUNG&hl=id&gl=id","candidate"
"MTU-GI-UPT-MDN-GI-150KV-KEDIRI","GI 150KV KEDIRI","UPT-MDN","MTU-ULTG-UPT-MDN-KEDIRI","","","","","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20KEDIRI&hl=id&gl=id","no_poi_match"
"MTU-GI-UPT-SBY-GI-150KV-KENJERAN","GI 150KV KENJERAN","UPT-SBY","ULTG-PLNM","-7.254846199999999","112.7708428","0x2dd7f99b15555555:0x48ac3e228471a9a2","PT. PLN (Persero) Gardu Induk 150kV Kenjeran","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20KENJERAN&hl=id&gl=id","candidate"
"MTU-GI-UPT-MDN-GI-150KV-KEREK","GI 150KV KEREK","UPT-MDN","MTU-ULTG-UPT-MDN-BABAT","-6.865563099999999","111.9156187","0x2e77a107f85a43bf:0x7a898851e157dbb6","Gardu Induk Kerek","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20KEREK&hl=id&gl=id","candidate"
"MTU-GI-UPT-MDN-GI-150KV-KERTOSONO-dc2393c713eab9d1","GI 150KV KERTOSONO","UPT-MDN","MTU-ULTG-UPT-MDN-KEDIRI","-7.6148929","112.0982897","0x2e784687d0fa268d:0xb50c97a5a0a6896e","PLN Gardu Induk Kertosono","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20KERTOSONO&hl=id&gl=id","candidate"
"MTU-GI-UPT-PBG-GI-150KV-KIS","GI 150KV KIS","UPT-PBG","MTU-ULTG-UPT-PBG-BANGIL","-7.544943","112.77185","0x2dd7dd004b1e058b:0x2dd111a27199152","Gardu Induk Digital KIS Kawasan Industri Sidoarjo","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20KIS&hl=id&gl=id","candidate"
"MTU-GI-UPT-PBG-GI-150KV-KRAKSAAN","GI 150KV KRAKSAAN","UPT-PBG","MTU-ULTG-UPT-PBG-PROBOLINGGO","-7.7794981","113.4274236","0x2dd7003377352a93:0xacf3151599c63286","PT. PLN (Persero) Gardu Induk 150kV Kraksaan","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20KRAKSAAN&hl=id&gl=id","candidate"
"MTU-GI-UPT-BLI-GI-150KV-KUBU-414505700c253af5","GI 150KV KUBU","UPT-BLI","MTU-ULTG-UPT-BLI-BALI-SELATAN","-8.2036731","115.4971607","0x2dd1fbda1f927ae3:0xb190c1d4e21af115","Gardu Induk Kubu","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20KUBU&hl=id&gl=id","candidate"
"MTU-GI-UPT-MDN-GI-150KV-LAMONGAN-a3b8b065cb1c0940","GI 150KV LAMONGAN","UPT-MDN","MTU-ULTG-UPT-MDN-BABAT","-7.1419928","112.4128547","0x2e77f7426a92da31:0x7132bd02f396ffbb","GI Lamongan","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20LAMONGAN&hl=id&gl=id","candidate"
"MTU-GI-UPT-MLG-GI-150KV-LAWANG","GI 150KV LAWANG","UPT-MLG","MTU-ULTG-UPT-MLG-MALANG","-7.849072199999999","112.6906985","0x2dd62b71adb4dce9:0x132ed34e9f69641","Gardu Induk Lawang","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20LAWANG&hl=id&gl=id","candidate"
"MTU-GI-UPT-PBG-GI-150KV-LUMAJANG","GI 150KV LUMAJANG","UPT-PBG","MTU-ULTG-UPT-PBG-JEMBER","-8.128734399999999","113.21332749999999","0x2dd65d5fa9375441:0xc88a089fa0e07350","PT. PLN (Persero) Gardu Induk 150kV Lumajang","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20LUMAJANG&hl=id&gl=id","candidate"
"MTU-GI-UPT-MDN-GI-150KV-MANISREJO","GI 150KV MANISREJO","UPT-MDN","MTU-ULTG-UPT-MDN-MADIUN","-7.6403582","111.5478083","0x2e79bebd83a7af47:0x74d1dbff42e06dcc","Gardu Induk Manisrejo","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20MANISREJO&hl=id&gl=id","candidate"
"MTU-GI-UPT-GRS-GI-150KV-MANYAR","GI 150KV MANYAR","UPT-GRS","MTU-ULTG-UPT-GRS-GRESIK","-7.128371899999999","112.61303939999999","0x2e77ff0054401735:0x5e5f86d1b6e2d4b0","Gardu Induk Manyar 150kV dan 70kV","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20MANYAR&hl=id&gl=id","candidate"
"MTU-GI-UPT-MDN-GI-150KV-MLIWANG-1f491ee5ea63067d","GI 150KV MLIWANG","UPT-MDN","MTU-ULTG-UPT-MDN-BABAT","-6.8191615","111.89157069999999","0x2e77a0cc162e6ef1:0x81d36ece0e41694b","PT. PLN (PERSERO) GARDU INDUK MLIWANG","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20MLIWANG&hl=id&gl=id","candidate"
