"gi_id","gi_name","upt_id","ultg_id","lat","lng","place_id","poi_title","poi_address","source_url","status"
"MTU-GI-UPT-MDN-GI-150KV-BOJONEGORO-f6abd84f112ba707","GI 150KV BOJONEGORO","UPT-MDN","MTU-ULTG-UPT-MDN-BABAT","","","","","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20BOJONEGORO&hl=id&gl=id","no_poi_match"
"MTU-GI-UPT-PBG-GI-150KV-BONDOWOSO-c88c936464daa4a8","GI 150KV BONDOWOSO","UPT-PBG","MTU-ULTG-UPT-PBG-JEMBER","-7.9373067","113.8333483","0x2dd6c336130c923f:0x5f8dcbce590ae3ad","Gardu Induk Bondowoso PT PLN (Persero)","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20BONDOWOSO&hl=id&gl=id","candidate"
"MTU-GI-UPT-SBY-GI-150KV-BUDURAN-8c4a8a51f6cb6e3a","GI 150KV BUDURAN","UPT-SBY","ULTG-28V8Y3","-7.4235055","112.72151559999999","0x2dd7e530050b614f:0x57fd96a0d102b378","PT. PLN (Persero) Gardu Induk 150kV Buduran","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20BUDURAN&hl=id&gl=id","candidate"
"MTU-GI-UPT-PBG-GI-150KV-BULUKANDANG","GI 150KV BULUKANDANG","UPT-PBG","MTU-ULTG-UPT-PBG-BANGIL","-7.7006238","112.68754109999999","0x2dd7d71390cd9105:0x3fb8ee02b22df339","Gardu Induk Bulukandang","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20BULUKANDANG&hl=id&gl=id","candidate"
"MTU-GI-UPT-PBG-GI-150KV-BUMICOKRO","GI 150KV BUMICOKRO","UPT-PBG","MTU-ULTG-UPT-PBG-BANGIL","-7.6060143","112.72466039999999","0x2dd7dbe5d9758b5b:0x84c85166d5589404","Gardu Induk Bumi Cokro","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20BUMICOKRO&hl=id&gl=id","candidate"
"MTU-GI-UPT-GRS-GI-150KV-BUNGAH-2a1753ca747a4a19","GI 150KV BUNGAH","UPT-GRS","MTU-ULTG-UPT-GRS-GRESIK","-7.0928125","112.60018749999999","0x2e77fdfa77a2023f:0x1396e3d6ffc66ed7","Gardu Induk 150 kV Bungah (JIIPE)","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20BUNGAH&hl=id&gl=id","candidate"
"MTU-GI-KHS-ceef28ec335e2111efb0ca7e","GI 150KV CARUBAN","UPT-MDN","MTU-ULTG-UPT-MDN-MADIUN","","","","","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20CARUBAN&hl=id&gl=id","no_poi_match"
"MTU-GI-UPT-GRS-GI-150KV-CERME","GI 150KV CERME","UPT-GRS","MTU-ULTG-UPT-GRS-GRESIK","-7.1827369999999995","112.5783574","0x2e77ffececdc1ca1:0xaf2bc2d4230f576f","PLN GI CERME","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20CERME&hl=id&gl=id","candidate"
"MTU-GI-UPT-PBG-GI-150KV-GENDING-92c7e4523564b825","GI 150KV GENDING","UPT-PBG","MTU-ULTG-UPT-PBG-PROBOLINGGO","-7.7971197","113.3136346","0x2dd7ab5303fe8597:0xc315bf1634f6464a","Gardu Induk Gending","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20GENDING&hl=id&gl=id","candidate"
"MTU-GI-UPT-PBG-GI-150KV-GENTENG-ee8b88d07fa1df65","GI 150KV GENTENG","UPT-PBG","MTU-ULTG-UPT-PBG-JEMBER","","","","","","https://www.google.com/search?tbm=map&q=Gardu%20Induk%20GENTENG&hl=id&gl=id","no_poi_match"
